ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
337-84-3852|180015393996855|Tara|Beasley|F|1765 Gallagher Inlet|Bronx|NY|10469|40.8702|-73.8495|1382480|Conference centre manager|1945-06-08|471834695138|adults_50up_female_urban.json
015-83-1828|6542124602587958|Christian|Matthews|M|14368 Young Wall|Guilford|CT|06437|41.3154|-72.6968|22375|Engineer, production|1978-05-01|306572201429|adults_2550_male_urban.json
342-14-2597|2264287523768166|Mary|Fleming|F|144 Catherine Isle Suite 927|Chicago|IL|60657|41.9399|-87.6528|2680484|Merchant navy officer|1989-01-19|105758076818|adults_2550_female_urban.json
423-51-9583|2716890096884981|Hayden|Ramirez|M|6926 Andrew Forge Apt. 209|Dover|DE|19904|39.1605|-75.5974|69187|Doctor, hospital|2002-08-05|407500064888|young_adults_male_urban.json
311-46-2931|4811666912718458|Shawn|Andersen|M|04069 Johnson Knoll|Milton|PA|17847|41.0168|-76.8398|12051|Medical secretary|1979-08-06|756163914493|adults_2550_male_urban.json
821-85-5706|4843396065987922|Beth|Torres|F|00501 Jonathan Gateway|Arlington|TX|76012|32.754|-97.1348|370281|Biomedical engineer|1929-07-31|342320615356|adults_50up_female_urban.json
331-13-2832|4120360457174356590|Michelle|Adams|F|93750 Joshua Ridge|Red Wing|MN|55066|44.5528|-92.5486|18564|Biochemist, clinical|1968-03-29|723182641386|adults_50up_female_urban.json
640-73-7691|4805229484694|Joel|Mcneil|M|947 Walker Prairie Apt. 849|Bronx|NY|10451|40.8222|-73.9217|1382480|Chief Strategy Officer|1966-12-22|569960754038|adults_50up_male_urban.json
731-38-2380|4211342909938808|Ashley|Rodriguez|F|640 Weber Shore Apt. 563|Yakima|WA|98902|46.5934|-120.5311|126248|Engineer, maintenance (IT)|1978-07-15|505248000243|adults_2550_female_urban.json
854-46-8299|4798855163954063|Lawrence|Bell|M|6063 Noah Spring Apt. 123|Wyandotte|MI|48192|42.2084|-83.1616|25883|Editor, magazine features|1975-09-09|386283201136|adults_2550_male_urban.json
820-57-2708|4555376703930409|Curtis|Jones|M|0876 Miller Forges|Berkley|MI|48072|42.5028|-83.1887|14970|Scientific laboratory technician|1954-01-12|224193118298|adults_50up_male_urban.json
816-19-7773|2224411665459355|Julie|Wilson|F|7869 Cody Spurs Apt. 606|Monroe|MI|48162|41.9293|-83.4448|55814|Police officer|2003-08-29|777767357364|young_adults_female_urban.json
574-10-5773|3538454725152312|Alexander|Carpenter|M|089 Young Divide Suite 038|Janesville|WI|53545|42.7355|-89.0405|72323|Company secretary|1950-07-13|766001158453|adults_50up_male_urban.json
295-60-1350|344849237743005|Emily|Kelly|F|446 Zachary Camp Apt. 564|York|PA|17403|39.9494|-76.713|175624|Charity fundraiser|1929-03-21|484957890809|adults_50up_female_urban.json
710-38-7923|568784890234|Michael|Kennedy|M|64135 Brown Expressway|Las Vegas|NV|89149|36.2765|-115.2885|1417793|Phytotherapist|1982-02-06|685474565973|adults_2550_male_urban.json
193-97-7208|378237466700913|Sara|Mcgee|F|3427 Jackson Camp|Council Bluffs|IA|51501|41.2324|-95.8751|71782|Medical laboratory scientific officer|1987-03-26|246598381419|adults_2550_female_urban.json
731-96-8145|4006642237757|Christopher|Palmer|M|84465 Johnson Knolls|Philipsburg|PA|16866|40.8863|-78.219|9881|Meteorologist|1994-08-08|388850530426|adults_2550_male_urban.json
559-80-5409|060483848721|Carlos|Smith|M|284 Carter Mill Suite 715|Portland|OR|97203|45.5889|-122.7347|841711|Mechanical engineer|1967-08-07|306825982647|adults_50up_male_urban.json
249-39-5670|676171190702|Derek|Wilson|M|21711 Williams Light Suite 078|Eure|NC|27935|36.4341|-76.8463|1698|Legal executive|1948-12-03|431274398012|adults_50up_male_rural.json
610-03-5946|373942010715557|Michelle|Rose|F|1682 Garcia Track|Hawkinsville|GA|31036|32.2778|-83.4948|12998|Recycling officer|1998-01-21|335743573275|adults_2550_female_urban.json
367-61-5753|4420248936263317|Lindsey|Mack|F|714 Brown Park|La Grande|OR|97850|45.3304|-118.0852|16955|Haematologist|1955-01-20|285230545358|adults_50up_female_urban.json
721-11-0288|3513682997323687|Paul|Huffman|M|080 Amy Brook|Westlake|LA|70669|30.2613|-93.2688|10131|Teacher, special educational needs|1969-05-18|11409364782|adults_50up_male_urban.json
333-28-7744|4969951344629345|Crystal|Davis|F|21228 Christopher Passage Suite 042|Richmond|VA|23234|37.4373|-77.4788|536907|Animal nutritionist|1986-03-26|571376547037|adults_2550_female_urban.json
880-96-9198|343458063727230|Lisa|Nichols|F|00691 Mckee Islands Suite 191|Greenup|KY|41144|38.5368|-82.9191|10279|Surveyor, mining|1992-03-16|232575696456|adults_2550_female_urban.json
583-43-2587|213194344631225|Christian|Santiago|M|6252 Cervantes Grove|Langhorne|PA|19047|40.1813|-74.9104|35056|Brewing technologist|1980-03-28|172015152647|adults_2550_male_urban.json
054-49-1977|630461201059|Karen|Murphy|F|84470 William Locks Apt. 689|San Diego|CA|92102|32.7139|-117.1219|1241364|Chartered accountant|1991-09-06|451570388339|adults_2550_female_urban.json
096-89-0183|30344070993072|Kevin|Mcneil|M|35530 Mark Cape|Oak Park|IL|60302|41.8925|-87.7895|51878|Geoscientist|2004-07-11|229488744868|young_adults_male_urban.json
189-07-8405|342020510730927|Jason|Cruz|M|65677 Austin Club|Baltimore|MD|21213|39.3127|-76.581|635495|Comptroller|1959-03-22|758120384381|adults_50up_male_urban.json
523-98-9527|6011311483632266|Robert|Miller|M|1728 Gray Run|Laguna Niguel|CA|92677|33.5145|-117.7084|63297|Administrator, education|1999-10-19|966276477362|young_adults_male_urban.json
540-64-6562|3586125970009305|Jessica|Moore|F|0206 Sarah Well|Hampton|VA|23661|37.0074|-76.3801|136895|Architect|1961-08-19|793409371974|adults_50up_female_urban.json
783-82-1005|3568675120456196|Tanya|Johnson|F|059 Heidi Radial|Marble Falls|AR|72648|36.0695|-93.1566|716|Surgeon|1965-11-04|666831858440|adults_50up_female_rural.json
185-46-4036|6504211943927724|Chad|Harris|M|130 Peters Pike|Grand Rapids|MI|49546|42.928|-85.5483|375580|Science writer|1971-04-05|785869367403|adults_50up_male_urban.json
550-07-6744|213109773734589|Pamela|Mooney|F|31355 Francisco Prairie|Tucson|AZ|85757|32.1336|-111.0973|865276|IT trainer|1972-05-09|273437563476|adults_50up_female_urban.json
733-10-4525|4533725831211032|Amanda|Miller|F|43369 David Neck|Centreville|AL|35042|32.9503|-87.1192|5831|Chartered public finance accountant|2002-06-04|920660296225|young_adults_female_urban.json
768-32-3762|4835681837441419963|William|George|M|89895 Rodney Park|San Jose|CA|95136|37.2685|-121.849|973849|Software engineer|1976-12-31|851227747429|adults_2550_male_urban.json
862-02-5863|4425133066529635|April|Malone|F|63700 Hopkins Club|San Luis Obispo|CA|93405|35.2901|-120.6817|63473|Art gallery manager|1996-04-03|193859337848|adults_2550_female_urban.json
894-39-1371|180053016762727|Susan|Hodges|F|947 Matthew Ferry Suite 578|Corning|CA|96021|39.9296|-122.196|16097|Data processing manager|1972-05-14|66656832864|adults_50up_female_urban.json
532-51-9048|2248429543188410|Dustin|Zuniga|M|1601 Gabriel Mountains Apt. 623|Chugiak|AK|99567|61.4098|-149.4537|9211|Product/process development scientist|1986-08-06|857780137044|adults_2550_male_urban.json
153-25-8577|343037559720840|Brian|Weaver|M|6452 Mays Rue Apt. 376|Chicago|IL|60645|42.0086|-87.6947|2680484|Nurse, learning disability|1945-09-01|76193269056|adults_50up_male_urban.json
497-08-7182|4443655272821669|Tyler|Mcdaniel|M|2403 Walsh Fort Apt. 324|Fort Lauderdale|FL|33309|26.1817|-80.1746|711693|Television production assistant|1951-10-28|842484478092|adults_50up_male_urban.json
631-67-2642|3560278681132278|Walter|Dixon|M|837 Jasmine Prairie Suite 358|Lindale|GA|30147|34.1707|-85.1825|4365|Medical sales representative|1987-01-02|655224055916|adults_2550_male_urban.json
814-36-1385|5131662220983264|Pamela|Martin|F|417 Michael Rest Apt. 630|Belleville|PA|17004|40.6016|-77.7358|5000|Manufacturing engineer|1955-10-28|279187909244|adults_50up_female_urban.json
823-83-1839|676308705273|Damon|Whitney|M|28515 Woods Bypass|Wilson Creek|WA|98860|47.4739|-119.1847|259|Actor|1946-01-30|348760204094|adults_50up_male_rural.json
866-93-0864|4052824375414366|Jorge|Davis|M|553 Sandra Stravenue Suite 896|Valrico|FL|33596|27.8925|-82.243|61960|Herpetologist|1996-10-19|513085520371|adults_2550_male_urban.json
068-66-0517|6011935767886386|Lucas|Turner|M|31763 Hart Estates Apt. 142|Pembroke|GA|31321|32.1812|-81.6656|6326|Airline pilot|1958-11-13|214345105233|adults_50up_male_urban.json
336-58-5437|340642581016951|Patricia|Thompson|F|18241 Carrie Ridge Apt. 107|Summerville|SC|29483|33.028|-80.1739|111788|Primary school teacher|1997-09-20|714059440628|adults_2550_female_urban.json
579-47-8573|4564920497133677|Juan|Hartman|M|824 Kendra Shores Suite 893|Monroe|NY|10950|41.3286|-74.1885|47226|Marine scientist|1929-10-20|493326967610|adults_50up_male_urban.json
553-99-3784|2288782405149891|Cheryl|Gaines|F|423 Crystal Club|Midlothian|VA|23112|37.431|-77.6545|88279|Secretary/administrator|1968-10-13|948443504151|adults_50up_female_urban.json
195-30-4553|3547102060900683|Mike|Andrade|M|2629 Smith Turnpike Apt. 538|Nogales|AZ|85621|31.377|-110.9435|23054|Management consultant|1971-01-12|789823334486|adults_50up_male_urban.json
363-80-5486|4237894064207|David|Smith|M|62436 Sharp Land Suite 878|North Providence|RI|02911|41.8547|-71.4735|15574|Theatre manager|1961-06-30|834990152977|adults_50up_male_urban.json
268-78-2156|4808017651446840350|Tony|Matthews|M|93577 Gregory Plains Apt. 805|Tujunga|CA|91042|34.2544|-118.2849|27585|Artist|2008-03-12|921517220150|young_adults_male_urban.json
729-56-8654|3591672250727323|Laura|Hill|F|8786 Briana Greens|Escondido|CA|92027|33.1388|-117.052|171802|Environmental health practitioner|1946-03-13|563472280551|adults_50up_female_urban.json
879-85-7044|3531590316151663|Scott|Hahn|M|26299 Michelle Spring Apt. 039|Gilroy|CA|95020|37.0139|-121.5773|57349|Visual merchandiser|1966-04-15|441369000810|adults_50up_male_urban.json
255-40-7786|4102205290059|Diamond|Perez|F|172 Christy Light|Queen Creek|AZ|85143|33.1598|-111.5618|120596|Private music teacher|1968-05-08|220225152150|adults_50up_female_urban.json
435-03-7375|676259422498|Jamie|Hill|F|415 Daniel Plains|Pembroke|NC|28372|34.6902|-79.1834|14783|Editor, commissioning|1983-06-02|452099239696|adults_2550_female_urban.json
771-80-2174|36381158052094|Billy|Hill|M|93984 Wong Springs Apt. 281|New Haven|WV|25265|38.9863|-81.9652|1564|Television floor manager|2004-09-15|93262933404|young_adults_male_rural.json
814-46-7266|38554566083939|Danielle|Price|F|552 Thomas Oval Suite 217|Garden Grove|CA|92841|33.7817|-117.9766|172782|Scientist, research (physical sciences)|1970-11-05|360832885492|adults_50up_female_urban.json
004-06-8828|4624425601637967|Laura|Nelson|F|9887 Sabrina Mount Suite 811|Perth Amboy|NJ|08861|40.5176|-74.2754|53099|Estate agent|1936-09-17|843783060790|adults_50up_female_urban.json
247-28-6024|676173998268|Daniel|Harrison|M|3010 Schmitt Gardens Suite 528|Sykesville|MD|21784|39.4567|-76.9696|37941|Herpetologist|1985-12-13|911993103019|adults_2550_male_urban.json
820-13-2911|3547905849134824|Angela|Smith|F|6787 Catherine Hill Suite 370|Richmond|VA|23235|37.5133|-77.5646|536907|Dietitian|1950-11-15|923350034963|adults_50up_female_urban.json
118-60-2691|4236263727243745|Marie|Richards|F|03925 Sandra Ways|Roswell|GA|30075|34.0408|-84.3859|95251|Teacher, secondary school|1986-11-17|502561029527|adults_2550_female_urban.json
689-37-4004|4298928296892317891|Zachary|Nelson|M|55713 Baker Ville Apt. 761|Chicago|IL|60646|41.993|-87.7596|2680484|Exhibitions officer, museum/gallery|1969-02-18|271399964563|adults_50up_male_urban.json
680-81-0907|36369924509604|Amanda|Roy|F|68610 Robert Fall Suite 512|Mobile|AL|36695|30.6474|-88.2292|270712|Diagnostic radiographer|1987-02-07|260438461995|adults_2550_female_urban.json
491-18-7542|4795501985420985506|Megan|Henry|F|60895 Teresa Cape|Marina|CA|93933|36.6849|-121.7934|22406|Meteorologist|1940-08-02|535158985916|adults_50up_female_urban.json
113-83-5081|3534707720023448|Katherine|Sandoval|F|25158 Tara Walks|Boston|MA|02115|42.3427|-71.0922|386505|Programmer, systems|1964-01-07|718651445542|adults_50up_female_urban.json
804-66-8576|3549748183139902|Victoria|Lynch|F|886 Conway Canyon|Tulsa|OK|74135|36.0976|-95.9228|413574|Customer service manager|1991-04-01|10292656459|adults_2550_female_urban.json
067-28-5717|3557734055185214|Andre|Morris|M|6391 Angela Station Suite 065|Moosup|CT|06354|41.721|-71.885|6141|Surveyor, planning and development|1967-06-17|907227740652|adults_50up_male_urban.json
458-76-8256|4913675149736|Jennifer|Perez|F|781 Garcia Extensions Apt. 405|Saint Paul|MN|55102|44.9372|-93.1209|753116|Commercial/residential surveyor|1947-11-24|638991348735|adults_50up_female_urban.json
410-46-8997|2277810435887157|Carrie|Smith|F|395 Nicholas Centers Suite 040|Canton|MS|39046|32.6205|-90.0061|26398|Research scientist (medical)|1996-03-29|286216343537|adults_2550_female_urban.json
404-19-1635|4062063575299114067|Nicholas|Wagner|M|2874 Hampton Course Suite 943|Danville|CA|94526|37.814|-121.966|53554|Psychologist, clinical|2005-12-07|892556925526|young_adults_male_urban.json
053-86-8208|4721363751342039613|Craig|Henderson|M|828 Christopher Dale|Charlotte|NC|28215|35.244|-80.7387|790689|Race relations officer|1953-06-30|30189213622|adults_50up_male_urban.json
844-70-7706|4019950746076535|Denise|Weber|F|8885 Smith Fords Apt. 449|Indio|CA|92201|33.7287|-116.0357|87432|Tourist information centre manager|1954-06-29|20484852522|adults_50up_female_urban.json
195-80-4069|372159079079756|Louis|Miller|M|18889 Cynthia Roads|Woodstock|VA|22664|38.887|-78.5217|8753|Research scientist (life sciences)|1986-07-26|194768724666|adults_2550_male_urban.json
610-43-5398|4642878676795|Patricia|Johnson|F|3844 Daniels Bridge|Bridgeville|PA|15017|40.3472|-80.1153|16213|Barrister|1990-07-26|83856530690|adults_2550_female_urban.json
201-88-0834|180019606488056|Veronica|Prince|F|773 Christopher Cliffs|Glendale|CA|91202|34.1652|-118.2656|172817|Acupuncturist|1962-03-16|726731179557|adults_50up_female_urban.json
454-57-3128|4252141837556756292|Robert|Nichols|M|078 Sanchez Island|Bennington|NE|68007|41.3623|-96.1575|7612|Engineer, electronics|1954-10-10|876514059740|adults_50up_male_urban.json
896-33-5925|4851581163665814|Deborah|Hall|F|836 Elizabeth Ville Suite 971|Edmond|OK|73034|35.6665|-97.4798|116001|General practice doctor|2001-05-17|29395831576|young_adults_female_urban.json
780-69-4717|4161887806350|Olivia|Gomez|F|058 Paul Path|Fargo|ND|58103|46.8564|-96.8123|107957|Analytical chemist|1929-09-02|765842090180|adults_50up_female_urban.json
412-14-8754|2716608362527369|Tricia|Carlson|F|5284 Alyssa Avenue Suite 498|Franklin Square|NY|11010|40.701|-73.6758|23821|Surveyor, building control|1995-11-22|870144940676|adults_2550_female_urban.json
335-56-2629|4573997717022|Edward|Mills|M|2683 Gibson Vista Suite 684|Minneapolis|MN|55438|44.8266|-93.375|1022298|Horticulturist, amenity|1966-12-06|768723086085|adults_50up_male_urban.json
562-43-0049|3527775998619212|Michael|Yates|M|804 Emily Hills Suite 863|Goldsboro|NC|27530|35.3683|-78.0929|72075|Psychologist, prison and probation services|1953-03-09|519918750405|adults_50up_male_urban.json
074-52-7871|2615796759134493|Cassandra|York|F|827 Russell Parkways|Pensacola|FL|32526|30.4756|-87.3179|254917|Engineer, building services|1965-03-31|490179238626|adults_50up_female_urban.json
261-89-9988|340689139205487|Denise|Potter|F|376 Hernandez Place|Pulaski|TN|38478|35.2093|-87.0393|17733|Research scientist (life sciences)|1997-04-27|565568742948|adults_2550_female_urban.json
467-97-3216|060467802371|James|Thomas|M|87124 Traci Motorway|Maineville|OH|45039|39.317|-84.2438|22814|Administrator|1980-10-23|332078798659|adults_2550_male_urban.json
481-39-9044|4130766087358|Samuel|Jones|M|854 Kimberly Trace Suite 413|Hartford|CT|06114|41.7403|-72.6807|123919|Air traffic controller|1973-01-30|344008150315|adults_50up_male_urban.json
852-82-5457|4732403969853772|Alice|Francis|F|440 Ferguson Divide Suite 669|Bird Island|MN|55310|44.7507|-94.8716|1519|Embryologist, clinical|1995-12-17|448993004992|adults_2550_female_rural.json
185-41-4060|3529114497741442|Steven|Jones|M|9228 Edwards Stravenue Apt. 202|Bethel Park|PA|15102|40.321|-80.0398|29529|Administrator, charities/voluntary organisations|2004-12-24|588032216803|young_adults_male_urban.json
310-18-4590|2288118395059107|Julie|Contreras|F|14487 Young Hollow|Elizabethtown|KY|42701|37.6848|-85.8784|48194|Engineer, mining|1937-05-06|297668130599|adults_50up_female_urban.json
220-12-1091|30348328226755|Chelsey|Sanford|F|10398 Beasley Tunnel|Durham|NC|27705|36.0218|-78.9478|256789|Metallurgist|1963-03-29|817018488928|adults_50up_female_urban.json
671-41-2805|4570627566485781901|Timothy|Gregory|M|4515 Kenneth Neck|South Gate|CA|90280|33.9462|-118.2013|94396|Physiological scientist|1988-06-27|221547510899|adults_2550_male_urban.json
623-07-7131|4726621127709|Kelli|Fitzgerald|F|676 Gonzalez Row|San Antonio|TX|78239|29.5182|-98.3627|1595797|Product manager|1980-09-30|976986769948|adults_2550_female_urban.json
739-79-4382|3524565760443948|Tracy|Mann|F|1684 Moore Springs|Portage|IN|46368|41.5672|-87.1757|38691|Manufacturing systems engineer|1988-12-14|373988928111|adults_2550_female_urban.json
056-52-4962|4011368515737837324|Angela|Dunn|F|8950 Lori Stream Apt. 646|Yucca Valley|CA|92284|34.1559|-116.4313|25095|Technical author|1955-09-21|751689527527|adults_50up_female_urban.json
868-05-1197|3552783172244862|Sheila|Robinson|F|1116 Alexander Mall|Watervliet|MI|49098|42.1938|-86.2604|5966|Event organiser|1966-03-23|185641279633|adults_50up_female_urban.json
762-88-6332|3525803811973871|Jonathan|Perkins|M|71924 Reed Inlet Suite 993|Half Moon Bay|CA|94019|37.4791|-122.4459|18424|Theatre director|1997-01-09|137974651920|adults_2550_male_urban.json
487-58-9441|347675828569963|Dana|Lewis|F|61119 Jacob Stream|Eugene|OR|97403|44.0385|-123.0614|191096|Data processing manager|1973-11-06|954789694151|adults_50up_female_urban.json
788-29-7232|2475537430897044|Tiffany|Barrett|F|715 Nicole Square|Cleveland|OH|44124|41.501|-81.4694|769341|Engineer, agricultural|1964-11-08|534592574359|adults_50up_female_urban.json
349-24-3028|6525122262697175|Randy|Bradley|M|71320 Susan Alley|Blountville|TN|37617|36.5356|-82.3656|14251|Bookseller|2004-09-06|55976144639|young_adults_male_urban.json
850-47-1695|2720012059649921|Joseph|Scott|M|79595 Jenkins Rest Apt. 399|Stockton|CA|95215|37.9551|-121.2041|357430|Production engineer|1974-02-04|851951925875|adults_2550_male_urban.json
634-26-0994|5445194754593351|David|Larson|M|5627 Emily Fort|Charleston|SC|29407|32.7993|-80.006|195110|Operational investment banker|1985-07-11|9129473641|adults_2550_male_urban.json
299-37-5857|6587151413510545|John|Christensen|M|7015 Lynch Lodge|Brooklyn|NY|11224|40.5767|-73.9884|2504700|Mining engineer|1951-09-13|494633915559|adults_50up_male_urban.json
431-95-2485|4944139332875849107|Nicholas|Cross|M|53723 Bass Hollow Apt. 933|Roseville|CA|95678|38.7609|-121.2867|122853|Tourist information centre manager|1977-09-13|315612400212|adults_2550_male_urban.json
157-54-3467|4990631041108|Brittany|Watson|F|04341 Shannon Keys|Nottingham|PA|19362|39.7441|-76.0356|5815|Chief Executive Officer|1988-02-06|624986028544|adults_2550_female_urban.json
240-55-2453|2250129214647786|Michael|Paul|M|7101 Stacey Common Suite 994|Orem|UT|84057|40.3134|-111.6953|88528|Magazine journalist|1932-10-25|580041915489|adults_50up_male_urban.json
242-34-9338|2258952100607396|Jeanne|Daniels|F|015 Bass Glens Suite 409|Bronx|NY|10460|40.8409|-73.8794|1382480|Video editor|1969-10-13|680050324337|adults_50up_female_urban.json
842-73-9255|4046141426636833|Frank|Parsons|M|66870 Morris Overpass|San Jose|CA|95122|37.3293|-121.8339|973849|Sports coach|1973-03-21|623163150897|adults_50up_male_urban.json
547-10-4583|3507750948747045|Stacy|Howell|F|688 Ian Meadows Suite 407|Coushatta|LA|71019|32.0231|-93.2648|8555|Medical laboratory scientific officer|1945-02-08|746954479958|adults_50up_female_urban.json
323-71-7149|4255729671020|John|Lambert|M|961 Thompson Station Suite 099|Las Vegas|NV|89117|36.1302|-115.2755|1417793|Early years teacher|1999-05-06|91027559482|young_adults_male_urban.json
293-64-7526|3559620591283084|Audrey|Johnson|F|7727 Henson Flat|Lakewood|OH|44107|41.4847|-81.8018|52244|Physiotherapist|1979-01-19|207577785367|adults_2550_female_urban.json
613-32-4988|4836277431366669998|Charles|Wise|M|1929 Joshua Harbor|Crawfordville|FL|32327|30.2108|-84.3205|26953|Engineering geologist|1941-01-13|528559468112|adults_50up_male_urban.json
537-04-9131|4755257663550056|Sean|Reilly|M|623 Allison Way|Des Moines|IA|50309|41.5887|-93.6212|222785|Research officer, government|1966-12-08|436167468701|adults_50up_male_urban.json
413-40-5690|3591521985433022|Carlos|Montoya|M|769 Lee Orchard Suite 406|Oklahoma City|OK|73165|35.3267|-97.3534|640470|Maintenance engineer|1931-08-24|201822955280|adults_50up_male_urban.json
724-76-8114|4119608055914709|Savannah|Marshall|F|4253 Moore Run|Clinton Township|MI|48038|42.6206|-82.9608|96825|Occupational therapist|1951-05-26|160165399140|adults_50up_female_urban.json
634-13-3333|2243834554234430|Samantha|Bates|F|5221 John Throughway Suite 423|Othello|WA|99344|46.8527|-118.9932|16817|Community development worker|1961-07-25|506932466200|adults_50up_female_urban.json
782-81-1024|349902218929054|John|King|M|52794 Casey Branch|San Francisco|CA|94132|37.7211|-122.4754|805301|Hydrographic surveyor|2002-08-29|340730901370|young_adults_male_urban.json
765-54-1764|3532525921238884|Angela|Harrison|F|280 Valerie Roads Apt. 811|Dundee|IL|60118|42.0962|-88.2902|15851|Logistics and distribution manager|1945-05-02|719521419031|adults_50up_female_urban.json
237-45-3395|4295950051351106|John|Fields|M|72727 Thomas Way Apt. 999|Birmingham|AL|35209|33.4653|-86.8082|493806|Field seismologist|1960-05-16|440352822272|adults_50up_male_urban.json
258-66-3444|370167434402300|Andrew|Williams|M|34396 Paula Plaza Apt. 404|Phenix City|AL|36870|32.4781|-85.124|59744|Teacher, special educational needs|1984-07-12|404737970746|adults_2550_male_urban.json
342-83-5727|3598785017154434|Daniel|Rodriguez|M|37915 Cynthia Neck|Arlington|TX|76001|32.6289|-97.1517|370281|Communications engineer|1956-07-21|935170297751|adults_50up_male_urban.json
555-39-8448|4060640297489280|Sean|Scott|M|83605 Gina Divide Suite 411|Northridge|CA|91325|34.2353|-118.5188|96496|Surveyor, commercial/residential|1997-09-15|912241174311|adults_2550_male_urban.json
151-02-8611|180005959593683|Brandon|Lindsey|M|52030 Grant Parkways Suite 649|Berryville|AR|72616|36.3519|-93.5587|10441|Museum education officer|1979-08-23|494503500342|adults_2550_male_urban.json
821-46-9671|6541449874944921|Erica|Peterson|F|34441 Wilkins Ways|Honolulu|HI|96814|21.2998|-157.8439|403114|Scientist, product/process development|1960-10-17|921510781804|adults_50up_female_urban.json
673-90-2721|180067575168779|Bruce|Woods|M|2248 Christopher Place Suite 641|Moreno Valley|CA|92553|33.9157|-117.2351|193933|Sports therapist|1956-12-15|598261856735|adults_50up_male_urban.json
589-05-8974|4860914792182340|Ashlee|Wilson|F|96081 Tammy Neck|Hollywood|FL|33026|26.0229|-80.2974|420284|Teacher, adult education|1979-05-16|26901583253|adults_2550_female_urban.json
538-83-9719|4992790227015|Cody|Lewis|M|7563 Peter Loop|Burbank|CA|91505|34.169|-118.3442|106841|Maintenance engineer|1973-08-31|175984548796|adults_50up_male_urban.json
667-23-8655|2716527688440075|Sydney|Martin|F|621 Mcknight Motorway|Memphis|TN|38134|35.1845|-89.8574|697385|Drilling engineer|1979-10-28|859667097703|adults_2550_female_urban.json
280-69-7224|2653516335324134|Austin|Peterson|M|7844 Mariah Roads|Raleigh|NC|27603|35.7076|-78.6563|489514|Designer, furniture|1969-03-26|249577816619|adults_50up_male_urban.json
754-70-6955|180097357910130|Dale|Smith|M|324 Lindsay Prairie|Brentwood|TN|37027|36.0063|-86.7909|49035|Scientist, product/process development|1998-04-24|209637254869|adults_2550_male_urban.json
587-52-9057|6584896509628303|Amanda|Harris|F|320 Smith Terrace|Grapevine|TX|76051|32.9328|-97.0808|46320|Interpreter|1958-06-25|507452920158|adults_50up_female_urban.json
529-37-0273|4656703324561|Sara|Johnson|F|6798 Cory Pass|Chicago|IL|60626|42.0095|-87.6689|2680484|Occupational therapist|1934-07-08|142663714799|adults_50up_female_urban.json
787-55-8574|38904203018410|Daniel|Walker|M|45409 Gardner Park Suite 102|Oxford|MI|48371|42.8223|-83.2829|24840|Immunologist|1960-11-02|117866536004|adults_50up_male_urban.json
070-34-6122|4673976061788|Victoria|Logan|F|902 Dustin Rapids|Killeen|TX|76544|31.1282|-97.7469|164094|Insurance account manager|1965-05-26|906471946338|adults_50up_female_urban.json
067-22-9030|3551237770598717|Jamie|Mullen|F|293 William Mission|Mecca|CA|92254|33.545|-116.0187|12768|Radio broadcast assistant|1945-04-18|388139566210|adults_50up_female_urban.json
115-69-1106|213198568345107|Dorothy|Black|F|156 Campbell Heights|Fairfield|AL|35064|33.4735|-86.9183|11458|Engineer, drilling|1986-03-19|471549498041|adults_2550_female_urban.json
108-84-8721|4958570171320992419|Tracey|Collins|F|66851 Johnston Mountains Apt. 671|Chicago|IL|60624|41.8804|-87.7223|2680484|Advertising art director|1966-09-21|378643251569|adults_50up_female_urban.json
186-08-3937|576430789395|Amanda|Welch|F|6550 Williams Point|Marietta|GA|30060|33.9382|-84.5403|302309|Site engineer|1998-10-02|955945975088|adults_2550_female_urban.json
124-66-6616|6558688998017177|Brian|Ortega|M|10510 Davis Shores|Canton|GA|30114|34.2505|-84.4909|85446|Wellsite geologist|1986-05-23|497249872532|adults_2550_male_urban.json
419-99-9493|6011287901391620|Alison|Wood|F|994 Barbara Station|Olive Branch|MS|38654|34.9441|-89.8544|45956|Adult guidance worker|1991-04-10|431137899019|adults_2550_female_urban.json
116-85-3248|3508644458811920|Matthew|Patel|M|267 Carolyn Avenue Suite 084|Sedona|AZ|86351|34.7784|-111.7851|17669|Theatre stage manager|1972-06-14|34769109473|adults_50up_male_urban.json
841-85-4319|4307053619875|Daniel|Heath|M|3374 David Stravenue|Walled Lake|MI|48390|42.5582|-83.4773|22898|Information officer|1963-08-27|631745937254|adults_50up_male_urban.json
808-72-0298|6580370910131434|Tyler|Pena|M|882 Donald Manors|Fremont|CA|94536|37.5605|-121.9999|214112|Social researcher|1974-08-23|758188250772|adults_2550_male_urban.json
027-32-7133|3593929820450747|Bonnie|Aguilar|F|189 Brown Club Apt. 878|Chicago|IL|60639|41.9202|-87.7535|2680484|Electronics engineer|1989-09-18|197073016847|adults_2550_female_urban.json
210-07-5803|501836299344|Justin|Young|M|82505 Fox Parks|Cullowhee|NC|28723|35.2409|-83.1475|11329|Customer service manager|1941-09-23|856856194464|adults_50up_male_urban.json
777-29-6296|3508323337119983|Melissa|Johnson|F|4368 Keith Oval|Elizabethtown|PA|17022|40.1553|-76.6025|29602|Industrial/product designer|1995-03-11|506405960436|adults_2550_female_urban.json
